Lectura regla,V. Acum.,Area,V. Parcial,Cota
12.64,3328114.00,1158707.00,11582.00,1127.00
12.65,3339706.00,1159743.00,11592.00,1127.00
12.66,3351309.00,1160779.00,11603.00,1127.00
12.67,3362922.00,1161815.00,11613.00,1127.00
12.68,3374545.00,1162851.00,11623.00,1127.00
12.69,3386179.00,1163887.00,11634.00,1127.00
12.70,3397823.00,1164923.00,11644.00,1127.00
12.71,3409478.00,1165959.00,11654.00,1127.00
12.72,3421142.00,1166996.00,11665.00,1127.00
12.73,3432817.00,1168032.00,11675.00,1127.00
12.74,3444503.00,1169068.00,11685.00,1128.00
12.75,3456200.00,1170437.00,11698.00,1128.00
12.76,3467912.00,1171807.00,11711.00,1128.00
12.77,3479637.00,1173176.00,11725.00,1128.00
12.78,3491375.00,1174546.00,11739.00,1128.00
12.79,3503127.00,1175915.00,11752.00,1128.00
12.80,3514893.00,1177285.00,11766.00,1128.00
12.81,3526673.00,1178654.00,11780.00,1128.00
12.82,3538467.00,1180024.00,11793.00,1128.00
12.83,3550274.00,1181393.00,11807.00,1128.00
12.84,3562094.00,1182763.00,11821.00,1128.00
12.85,3573929.00,1184132.00,11834.00,1128.00
12.86,3585777.00,1185502.00,11848.00,1128.00
12.87,3597639.00,1186871.00,11862.00,1128.00
12.88,3609515.00,1188240.00,11876.00,1128.00
12.89,3621404.00,1189610.00,11889.00,1128.00
12.90,3633307.00,1190979.00,11903.00,1128.00
12.91,3645223.00,1192349.00,11917.00,1128.00
12.92,3657154.00,1193718.00,11930.00,1128.00
12.93,3669098.00,1195088.00,11944.00,1128.00
12.94,3681055.00,1196457.00,11958.00,1128.00
12.95,3693027.00,1197827.00,11971.00,1128.00
12.96,3705012.00,1199196.00,11985.00,1128.00
12.97,3717011.00,1200566.00,11999.00,1128.00
12.98,3729023.00,1201935.00,12013.00,1128.00
12.99,3741049.00,1203305.00,12026.00,1128.00
13.00,3753087.00,1204147.00,12037.00,1128.00
13.01,3765132.00,1204990.00,12046.00,1128.00
13.02,3777187.00,1205832.00,12054.00,1128.00
13.03,3789249.00,1206675.00,12063.00,1128.00
13.04,3801320.00,1207517.00,12071.00,1128.00
13.05,3813399.00,1208360.00,12079.00,1128.00
13.06,3825487.00,1209202.00,12088.00,1128.00
13.07,3837583.00,1210045.00,12096.00,1128.00
13.08,3849688.00,1210888.00,12105.00,1128.00
13.09,3861801.00,1211730.00,12113.00,1128.00
13.10,3873923.00,1212573.00,12122.00,1128.00
13.11,3886053.00,1213415.00,12130.00,1128.00
13.12,3898191.00,1214258.00,12138.00,1128.00
13.13,3910338.00,1215100.00,12147.00,1128.00
13.14,3922493.00,1215943.00,12155.00,1128.00
13.15,3934657.00,1216785.00,12164.00,1128.00
13.16,3946829.00,1217628.00,12172.00,1128.00
13.17,3959009.00,1218470.00,12180.00,1128.00
13.18,3971198.00,1219313.00,12189.00,1128.00
13.19,3983396.00,1220155.00,12197.00,1128.00
13.20,3995601.00,1220998.00,12206.00,1128.00
13.21,4007815.00,1221840.00,12214.00,1128.00
13.22,4020038.00,1222683.00,12223.00,1128.00
13.23,4032269.00,1223526.00,12231.00,1128.00
13.24,4044509.00,1224368.00,12239.00,1128.00
13.25,4056757.00,1225236.00,12248.00,1128.00
13.26,4069013.00,1226104.00,12257.00,1128.00
13.27,4081279.00,1226972.00,12265.00,1128.00
13.28,4093553.00,1227839.00,12274.00,1128.00
13.29,4105835.00,1228707.00,12283.00,1128.00
13.30,4118127.00,1229575.00,12291.00,1128.00
13.31,4130427.00,1230443.00,12300.00,1128.00
13.32,4142736.00,1231311.00,12309.00,1128.00
13.33,4155053.00,1232179.00,12317.00,1128.00
13.34,4167379.00,1233047.00,12326.00,1128.00
13.35,4179714.00,1233914.00,12335.00,1128.00
13.36,4192058.00,1234782.00,12343.00,1128.00
13.37,4204410.00,1235650.00,12352.00,1128.00
13.38,4216771.00,1236518.00,12361.00,1128.00
13.39,4229140.00,1237386.00,12370.00,1128.00
13.40,4241518.00,1238254.00,12378.00,1128.00
13.41,4253905.00,1239121.00,12387.00,1128.00
13.42,4266301.00,1239989.00,12396.00,1128.00
13.43,4278705.00,1240857.00,12404.00,1128.00
13.44,4291118.00,1241725.00,12413.00,1128.00
13.45,4303539.00,1242593.00,12422.00,1128.00
13.46,4315970.00,1243461.00,12430.00,1128.00
13.47,4328409.00,1244328.00,12439.00,1128.00
13.48,4340856.00,1245196.00,12448.00,1128.00
13.49,4353313.00,1246064.00,12456.00,1128.00
13.50,4365778.00,1246959.00,12465.00,1128.00
13.51,4378252.00,1247853.00,12474.00,1128.00
13.52,4390735.00,1248748.00,12483.00,1128.00
13.53,4403227.00,1249642.00,12492.00,1128.00
13.54,4415728.00,1250537.00,12501.00,1128.00
13.55,4428237.00,1251431.00,12510.00,1128.00
13.56,4440756.00,1252326.00,12519.00,1128.00
13.57,4453284.00,1253220.00,12528.00,1128.00
13.58,4465821.00,1254115.00,12537.00,1128.00
13.59,4478366.00,1255009.00,12546.00,1128.00
13.60,4490921.00,1255904.00,12555.00,1128.00
13.61,4503484.00,1256798.00,12564.00,1128.00
13.62,4516057.00,1257693.00,12572.00,1128.00
13.63,4528638.00,1258587.00,12581.00,1128.00
13.64,4541229.00,1259482.00,12590.00,1128.00
13.65,4553828.00,1260376.00,12599.00,1128.00
13.66,4566436.00,1261271.00,12608.00,1128.00
13.67,4579053.00,1262165.00,12617.00,1128.00
13.68,4591679.00,1263060.00,12626.00,1128.00
13.69,4604314.00,1263954.00,12635.00,1128.00
13.70,4616958.00,1264849.00,12644.00,1128.00
13.71,4629611.00,1265743.00,12653.00,1128.00
13.72,4642273.00,1266638.00,12662.00,1128.00
13.73,4654944.00,1267532.00,12671.00,1128.00
13.74,4667624.00,1268427.00,12680.00,1129.00
13.75,4680315.00,1269795.00,12691.00,1129.00
13.76,4693020.00,1271163.00,12705.00,1129.00
13.77,4705738.00,1272532.00,12718.00,1129.00
13.78,4718471.00,1273900.00,12732.00,1129.00
13.79,4731216.00,1275269.00,12746.00,1129.00
13.80,4743976.00,1276637.00,12760.00,1129.00
13.81,4756749.00,1278005.00,12773.00,1129.00
13.82,4769536.00,1279374.00,12787.00,1129.00
13.83,4782337.00,1280742.00,12801.00,1129.00
13.84,4795151.00,1282110.00,12814.00,1129.00
13.85,4807979.00,1283479.00,12828.00,1129.00
13.86,4820820.00,1284847.00,12842.00,1129.00
13.87,4833676.00,1286216.00,12855.00,1129.00
13.88,4846545.00,1287584.00,12869.00,1129.00
13.89,4859427.00,1288952.00,12883.00,1129.00
13.90,4872324.00,1290321.00,12896.00,1129.00
13.91,4885234.00,1291689.00,12910.00,1129.00
13.92,4898158.00,1293057.00,12924.00,1129.00
13.93,4911095.00,1294426.00,12937.00,1129.00
13.94,4924046.00,1295794.00,12951.00,1129.00
13.95,4937011.00,1297163.00,12965.00,1129.00
13.96,4949989.00,1298531.00,12978.00,1129.00
13.97,4962981.00,1299899.00,12992.00,1129.00
13.98,4975987.00,1301268.00,13006.00,1129.00
13.99,4989007.00,1302636.00,13020.00,1129.00
14.00,5002037.00,1303415.00,13030.00,1129.00
14.01,5015075.00,1304195.00,13038.00,1129.00
14.02,5028121.00,1304974.00,13046.00,1129.00
14.03,5041175.00,1305753.00,13054.00,1129.00
14.04,5054236.00,1306533.00,13061.00,1129.00
14.05,5067305.00,1307312.00,13069.00,1129.00
14.06,5080382.00,1308091.00,13077.00,1129.00
14.07,5093467.00,1308871.00,13085.00,1129.00
14.08,5106560.00,1309650.00,13093.00,1129.00
14.09,5119660.00,1310429.00,13100.00,1129.00
14.10,5132768.00,1311208.00,13108.00,1129.00
14.11,5145884.00,1311988.00,13116.00,1129.00
14.12,5159008.00,1312767.00,13124.00,1129.00
14.13,5172140.00,1313546.00,13132.00,1129.00
14.14,5185279.00,1314326.00,13139.00,1129.00
14.15,5198426.00,1315105.00,13147.00,1129.00
14.16,5211581.00,1315884.00,13155.00,1129.00
14.17,5224744.00,1316664.00,13163.00,1129.00
14.18,5237914.00,1317443.00,13171.00,1129.00
14.19,5251093.00,1318222.00,13178.00,1129.00
14.20,5264279.00,1319001.00,13186.00,1129.00
14.21,5277473.00,1319781.00,13194.00,1129.00
14.22,5290674.00,1320560.00,13202.00,1129.00
14.23,5303884.00,1321339.00,13209.00,1129.00
14.24,5317101.00,1322119.00,13217.00,1129.00
14.25,5330326.00,1322914.00,13225.00,1129.00
14.26,5343559.00,1323710.00,13233.00,1129.00
14.27,5356801.00,1324506.00,13241.00,1129.00
14.28,5370050.00,1325302.00,13249.00,1129.00
14.29,5383307.00,1326098.00,13257.00,1129.00
14.30,5396572.00,1326893.00,13265.00,1129.00
14.31,5409844.00,1327689.00,13273.00,1129.00
14.32,5423125.00,1328485.00,13281.00,1129.00
14.33,5436414.00,1329281.00,13289.00,1129.00
14.34,5449711.00,1330076.00,13297.00,1129.00
14.35,5463016.00,1330872.00,13305.00,1129.00
14.36,5476328.00,1331668.00,13313.00,1129.00
14.37,5489649.00,1332464.00,13321.00,1129.00
14.38,5502978.00,1333260.00,13329.00,1129.00
14.39,5516314.00,1334055.00,13337.00,1129.00
14.40,5529659.00,1334851.00,13345.00,1129.00
14.41,5543011.00,1335647.00,13352.00,1129.00
14.42,5556372.00,1336443.00,13360.00,1129.00
14.43,5569740.00,1337238.00,13368.00,1129.00
14.44,5583116.00,1338034.00,13376.00,1129.00
14.45,5596501.00,1338830.00,13384.00,1129.00
14.46,5609893.00,1339626.00,13392.00,1129.00
14.47,5623293.00,1340422.00,13400.00,1129.00
14.48,5636701.00,1341217.00,13408.00,1129.00
14.49,5650118.00,1342013.00,13416.00,1129.00
14.50,5663542.00,1342826.00,13424.00,1129.00
14.51,5676974.00,1343640.00,13432.00,1129.00
14.52,5690415.00,1344453.00,13440.00,1129.00
14.53,5703863.00,1345266.00,13449.00,1129.00
14.54,5717320.00,1346080.00,13457.00,1129.00
14.55,5730785.00,1346893.00,13465.00,1129.00
14.56,5744258.00,1347706.00,13473.00,1129.00
14.57,5757739.00,1348520.00,13481.00,1129.00
14.58,5771228.00,1349333.00,13489.00,1129.00
14.59,5784726.00,1350146.00,13497.00,1129.00
14.60,5798231.00,1350960.00,13506.00,1129.00
14.61,5811745.00,1351773.00,13514.00,1129.00
14.62,5825267.00,1352586.00,13522.00,1129.00
14.63,5838797.00,1353399.00,13530.00,1129.00
14.64,5852335.00,1354213.00,13538.00,1129.00
14.65,5865881.00,1355026.00,13546.00,1129.00
14.66,5879435.00,1355839.00,13554.00,1129.00
14.67,5892998.00,1356653.00,13562.00,1129.00
14.68,5906568.00,1357466.00,13571.00,1129.00
14.69,5920147.00,1358279.00,13579.00,1129.00
14.70,5933734.00,1359093.00,13587.00,1129.00
14.71,5947329.00,1359906.00,13595.00,1129.00
14.72,5960932.00,1360719.00,13603.00,1129.00
14.73,5974543.00,1361533.00,13611.00,1129.00
14.74,5988163.00,1362346.00,13619.00,1130.00
14.75,6001794.00,1363880.00,13631.00,1130.00
14.76,6015440.00,1365415.00,13646.00,1130.00
14.77,6029102.00,1366950.00,13662.00,1130.00
14.78,6042779.00,1368484.00,13677.00,1130.00
14.79,6056472.00,1370019.00,13693.00,1130.00
14.80,6070179.00,1371553.00,13708.00,1130.00
14.81,6083903.00,1373088.00,13723.00,1130.00
14.82,6097641.00,1374622.00,13739.00,1130.00
14.83,6111395.00,1376157.00,13754.00,1130.00
14.84,6125164.00,1377691.00,13769.00,1130.00
14.85,6138949.00,1379226.00,13785.00,1130.00
14.86,6152749.00,1380761.00,13800.00,1130.00
14.87,6166564.00,1382295.00,13815.00,1130.00
14.88,6180395.00,1383830.00,13831.00,1130.00
14.89,6194241.00,1385364.00,13846.00,1130.00
14.90,6208102.00,1386899.00,13861.00,1130.00
14.91,6221979.00,1388433.00,13877.00,1130.00
14.92,6235871.00,1389968.00,13892.00,1130.00
14.93,6249778.00,1391502.00,13907.00,1130.00
14.94,6263701.00,1393037.00,13923.00,1130.00
14.95,6277639.00,1394572.00,13938.00,1130.00
14.96,6291592.00,1396106.00,13953.00,1130.00
14.97,6305561.00,1397641.00,13969.00,1130.00
14.98,6319545.00,1399175.00,13984.00,1130.00
14.99,6333544.00,1400710.00,13999.00,1130.00
15.00,6347556.00,1401658.00,14012.00,1130.00
15.01,6361578.00,1402607.00,14021.00,1130.00
15.02,6375608.00,1403555.00,14031.00,1130.00
15.03,6389649.00,1404503.00,14040.00,1130.00
15.04,6403699.00,1405452.00,14050.00,1130.00
15.05,6417758.00,1406400.00,14059.00,1130.00
15.06,6431827.00,1407348.00,14069.00,1130.00
15.07,6445905.00,1408297.00,14078.00,1130.00
15.08,6459992.00,1409245.00,14088.00,1130.00
15.09,6474090.00,1410193.00,14097.00,1130.00
15.10,6488196.00,1411142.00,14107.00,1130.00
15.11,6502312.00,1412090.00,14116.00,1130.00
15.12,6516438.00,1413039.00,14126.00,1130.00
15.13,6530573.00,1413987.00,14135.00,1130.00
15.14,6544718.00,1414935.00,14145.00,1130.00
15.15,6558872.00,1415884.00,14154.00,1130.00
15.16,6573036.00,1416832.00,14164.00,1130.00
15.17,6587209.00,1417780.00,14173.00,1130.00
15.18,6601391.00,1418729.00,14183.00,1130.00
15.19,6615583.00,1419677.00,14192.00,1130.00
15.20,6629785.00,1420625.00,14202.00,1130.00
15.21,6643996.00,1421574.00,14211.00,1130.00
15.22,6658216.00,1422522.00,14220.00,1130.00
15.23,6672446.00,1423471.00,14230.00,1130.00
15.24,6686686.00,1424419.00,14239.00,1130.00
15.25,6700935.00,1425380.00,14249.00,1130.00
15.26,6715193.00,1426341.00,14259.00,1130.00
15.27,6729461.00,1427302.00,14268.00,1130.00
15.28,6743739.00,1428263.00,14278.00,1130.00
15.29,6758027.00,1429224.00,14287.00,1130.00
15.30,6772324.00,1430185.00,14297.00,1130.00
15.31,6786630.00,1431146.00,14307.00,1130.00
15.32,6800947.00,1432107.00,14316.00,1130.00
15.33,6815272.00,1433068.00,14326.00,1130.00
15.34,6829608.00,1434028.00,14335.00,1130.00
15.35,6843953.00,1434989.00,14345.00,1130.00
15.36,6858308.00,1435950.00,14355.00,1130.00
15.37,6872672.00,1436911.00,14364.00,1130.00
15.38,6887046.00,1437872.00,14374.00,1130.00
15.39,6901429.00,1438833.00,14384.00,1130.00
15.40,6915823.00,1439794.00,14393.00,1130.00
15.41,6930225.00,1440755.00,14403.00,1130.00
15.42,6944638.00,1441716.00,14412.00,1130.00
15.43,6959060.00,1442677.00,14422.00,1130.00
15.44,6973491.00,1443638.00,14432.00,1130.00
15.45,6987932.00,1444599.00,14441.00,1130.00
15.46,7002383.00,1445560.00,14451.00,1130.00
15.47,7016844.00,1446521.00,14460.00,1130.00
15.48,7031314.00,1447482.00,14470.00,1130.00
15.49,7045793.00,1448443.00,14480.00,1130.00
15.50,7060283.00,1449418.00,14489.00,1130.00
15.51,7074782.00,1450392.00,14499.00,1130.00
15.52,7089290.00,1451367.00,14509.00,1130.00
15.53,7103809.00,1452342.00,14519.00,1130.00
15.54,7118337.00,1453317.00,14528.00,1130.00
15.55,7132875.00,1454291.00,14538.00,1130.00
15.56,7147423.00,1455266.00,14548.00,1130.00
15.57,7161981.00,1456241.00,14558.00,1130.00
15.58,7176548.00,1457216.00,14567.00,1130.00
15.59,7191125.00,1458190.00,14577.00,1130.00
15.60,7205712.00,1459165.00,14587.00,1130.00
15.61,7220308.00,1460140.00,14597.00,1130.00
15.62,7234915.00,1461115.00,14606.00,1130.00
15.63,7249531.00,1462089.00,14616.00,1130.00
15.64,7264156.00,1463064.00,14626.00,1130.00
15.65,7278792.00,1464039.00,14636.00,1130.00
15.66,7293437.00,1465014.00,14645.00,1130.00
15.67,7308092.00,1465988.00,14655.00,1130.00
15.68,7322757.00,1466963.00,14665.00,1130.00
15.69,7337431.00,1467938.00,14675.00,1130.00
15.70,7352116.00,1468913.00,14684.00,1130.00
15.71,7366810.00,1469887.00,14694.00,1130.00
15.72,7381513.00,1470862.00,14704.00,1130.00
15.73,7396227.00,1471837.00,14713.00,1130.00
15.74,7410950.00,1472812.00,14723.00,1131.00
15.75,7425688.00,1474803.00,14738.00,1131.00
15.76,7440446.00,1476794.00,14758.00,1131.00
15.77,7455224.00,1478785.00,14778.00,1131.00
15.78,7470022.00,1480776.00,14798.00,1131.00
15.79,7484840.00,1482767.00,14818.00,1131.00
15.80,7499677.00,1484758.00,14838.00,1131.00
15.81,7514535.00,1486749.00,14858.00,1131.00
15.82,7529412.00,1488740.00,14877.00,1131.00
15.83,7544310.00,1490731.00,14897.00,1131.00
15.84,7559227.00,1492723.00,14917.00,1131.00
15.85,7574164.00,1494714.00,14937.00,1131.00
15.86,7589121.00,1496705.00,14957.00,1131.00
15.87,7604098.00,1498696.00,14977.00,1131.00
15.88,7619095.00,1500687.00,14997.00,1131.00
15.89,7634112.00,1502678.00,15017.00,1131.00
15.90,7649149.00,1504669.00,15037.00,1131.00
15.91,7664205.00,1506660.00,15057.00,1131.00
15.92,7679282.00,1508651.00,15077.00,1131.00
15.93,7694378.00,1510642.00,15096.00,1131.00
15.94,7709495.00,1512633.00,15116.00,1131.00
15.95,7724631.00,1514624.00,15136.00,1131.00
15.96,7739787.00,1516616.00,15156.00,1131.00
15.97,7754963.00,1518607.00,15176.00,1131.00
15.98,7770159.00,1520598.00,15196.00,1131.00
15.99,7785375.00,1522589.00,15216.00,1131.00
16.00,7800607.00,1523735.00,15232.00,1131.00
16.01,7815850.00,1524880.00,15243.00,1131.00
16.02,7831104.00,1526026.00,15255.00,1131.00
16.03,7846370.00,1527172.00,15266.00,1131.00
16.04,7861648.00,1528318.00,15277.00,1131.00
16.05,7876937.00,1529463.00,15289.00,1131.00
16.06,7892237.00,1530609.00,15300.00,1131.00
16.07,7907549.00,1531755.00,15312.00,1131.00
16.08,7922872.00,1532901.00,15323.00,1131.00
16.09,7938207.00,1534047.00,15335.00,1131.00
16.10,7953553.00,1535192.00,15346.00,1131.00
16.11,7968911.00,1536338.00,15358.00,1131.00
16.12,7984280.00,1537484.00,15369.00,1131.00
16.13,7999660.00,1538630.00,15381.00,1131.00
16.14,8015052.00,1539775.00,15392.00,1131.00
16.15,8030456.00,1540921.00,15403.00,1131.00
16.16,8045871.00,1542067.00,15415.00,1131.00
16.17,8061297.00,1543213.00,15426.00,1131.00
16.18,8076735.00,1544359.00,15438.00,1131.00
16.19,8092184.00,1545504.00,15449.00,1131.00
16.20,8107645.00,1546650.00,15461.00,1131.00
16.21,8123117.00,1547796.00,15472.00,1131.00
16.22,8138601.00,1548942.00,15484.00,1131.00
16.23,8154096.00,1550087.00,15495.00,1131.00
16.24,8169603.00,1551233.00,15507.00,1131.00
16.25,8185121.00,1552384.00,15518.00,1131.00
16.26,8200651.00,1553535.00,15530.00,1131.00
16.27,8216192.00,1554686.00,15541.00,1131.00
16.28,8231744.00,1555836.00,15553.00,1131.00
16.29,8247308.00,1556987.00,15564.00,1131.00
16.30,8262884.00,1558138.00,15576.00,1131.00
16.31,8278471.00,1559289.00,15587.00,1131.00
16.32,8294070.00,1560440.00,15599.00,1131.00
16.33,8309680.00,1561591.00,15610.00,1131.00
16.34,8325302.00,1562741.00,15622.00,1131.00
16.35,8340935.00,1563892.00,15633.00,1131.00
16.36,8356579.00,1565043.00,15645.00,1131.00
16.37,8372236.00,1566194.00,15656.00,1131.00
16.38,8387903.00,1567345.00,15668.00,1131.00
16.39,8403583.00,1568495.00,15679.00,1131.00
16.40,8419273.00,1569646.00,15691.00,1131.00
16.41,8434975.00,1570797.00,15702.00,1131.00
16.42,8450689.00,1571948.00,15714.00,1131.00
16.43,8466414.00,1573099.00,15725.00,1131.00
16.44,8482151.00,1574249.00,15737.00,1131.00
16.45,8497899.00,1575400.00,15748.00,1131.00
16.46,8513659.00,1576551.00,15760.00,1131.00
16.47,8529430.00,1577702.00,15771.00,1131.00
16.48,8545213.00,1578853.00,15783.00,1131.00
16.49,8561008.00,1580003.00,15794.00,1131.00
16.50,8576813.00,1581159.00,15806.00,1131.00
16.51,8592631.00,1582315.00,15817.00,1131.00
16.52,8608460.00,1583471.00,15829.00,1131.00
16.53,8624300.00,1584627.00,15840.00,1131.00
16.54,8640152.00,1585784.00,15852.00,1131.00
16.55,8656016.00,1586940.00,15864.00,1131.00
16.56,8671891.00,1588096.00,15875.00,1131.00
16.57,8687778.00,1589252.00,15887.00,1131.00
16.58,8703676.00,1590408.00,15898.00,1131.00
16.59,8719586.00,1591564.00,15910.00,1131.00
16.60,8735507.00,1592720.00,15921.00,1131.00
16.61,8751440.00,1593876.00,15933.00,1131.00
16.62,8767385.00,1595032.00,15945.00,1131.00
16.63,8783341.00,1596188.00,15956.00,1131.00
16.64,8799309.00,1597344.00,15968.00,1131.00
16.65,8815288.00,1598500.00,15979.00,1131.00
16.66,8831279.00,1599656.00,15991.00,1131.00
16.67,8847281.00,1600812.00,16002.00,1131.00
16.68,8863295.00,1601968.00,16014.00,1131.00
16.69,8879320.00,1603124.00,16025.00,1131.00
16.70,8895357.00,1604280.00,16037.00,1131.00
16.71,8911406.00,1605436.00,16049.00,1131.00
16.72,8927466.00,1606592.00,16060.00,1131.00
16.73,8943538.00,1607748.00,16072.00,1131.00
16.74,8959621.00,1608904.00,16083.00,1132.00
16.75,8975722.00,1611222.00,16101.00,1132.00
16.76,8991845.00,1613540.00,16124.00,1132.00
16.77,9007992.00,1615857.00,16147.00,1132.00
16.78,9024163.00,1618175.00,16170.00,1132.00
16.79,9040356.00,1620493.00,16193.00,1132.00
16.80,9056572.00,1622811.00,16217.00,1132.00
16.81,9072812.00,1625129.00,16240.00,1132.00
16.82,9089075.00,1627446.00,16263.00,1132.00
16.83,9105361.00,1629764.00,16286.00,1132.00
16.84,9121670.00,1632082.00,16309.00,1132.00
16.85,9138003.00,1634400.00,16332.00,1132.00
16.86,9154358.00,1636717.00,16356.00,1132.00
16.87,9170737.00,1639035.00,16379.00,1132.00
16.88,9187139.00,1641353.00,16402.00,1132.00
16.89,9203564.00,1643671.00,16425.00,1132.00
16.90,9220012.00,1645989.00,16448.00,1132.00
16.91,9236484.00,1648306.00,16471.00,1132.00
16.92,9252978.00,1650624.00,16495.00,1132.00
16.93,9269496.00,1652942.00,16518.00,1132.00
16.94,9286037.00,1655260.00,16541.00,1132.00
16.95,9302601.00,1657577.00,16564.00,1132.00
16.96,9319189.00,1659895.00,16587.00,1132.00
16.97,9335799.00,1662213.00,16611.00,1132.00
16.98,9352433.00,1664531.00,16634.00,1132.00
16.99,9369090.00,1666849.00,16657.00,1132.00
17.00,9385765.00,1668175.00,16675.00,1132.00
17.01,9402454.00,1669501.00,16688.00,1132.00
17.02,9419155.00,1670827.00,16702.00,1132.00
17.03,9435870.00,1672153.00,16715.00,1132.00
17.04,9452598.00,1673480.00,16728.00,1132.00
17.05,9469340.00,1674806.00,16741.00,1132.00
17.06,9486094.00,1676132.00,16755.00,1132.00
17.07,9502862.00,1677458.00,16768.00,1132.00
17.08,9519644.00,1678785.00,16781.00,1132.00
17.09,9536438.00,1680111.00,16794.00,1132.00
17.10,9553246.00,1681437.00,16808.00,1132.00
17.11,9570067.00,1682763.00,16821.00,1132.00
17.12,9586901.00,1684089.00,16834.00,1132.00
17.13,9603749.00,1685416.00,16848.00,1132.00
17.14,9620609.00,1686742.00,16861.00,1132.00
17.15,9637483.00,1688068.00,16874.00,1132.00
17.16,9654371.00,1689394.00,16887.00,1132.00
17.17,9671271.00,1690721.00,16901.00,1132.00
17.18,9688185.00,1692047.00,16914.00,1132.00
17.19,9705112.00,1693373.00,16927.00,1132.00
17.20,9722053.00,1694699.00,16940.00,1132.00
17.21,9739006.00,1696025.00,16954.00,1132.00
17.22,9755973.00,1697352.00,16967.00,1132.00
17.23,9772953.00,1698678.00,16980.00,1132.00
17.24,9789947.00,1700004.00,16993.00,1132.00
17.25,9806953.00,1701337.00,17007.00,1132.00
17.26,9823973.00,1702671.00,17020.00,1132.00
17.27,9841007.00,1704004.00,17033.00,1132.00
17.28,9858053.00,1705337.00,17047.00,1132.00
17.29,9875113.00,1706671.00,17060.00,1132.00
17.30,9892187.00,1708004.00,17073.00,1132.00
17.31,9909274.00,1709337.00,17087.00,1132.00
17.32,9926374.00,1710671.00,17100.00,1132.00
17.33,9943487.00,1712004.00,17113.00,1132.00
17.34,9960614.00,1713337.00,17127.00,1132.00
17.35,9977754.00,1714671.00,17140.00,1132.00
17.36,9994907.00,1716004.00,17153.00,1132.00
17.37,10012074.00,1717337.00,17167.00,1132.00
17.38,10029254.00,1718671.00,17180.00,1132.00
17.39,10046447.00,1720004.00,17193.00,1132.00
17.40,10063654.00,1721337.00,17207.00,1132.00
17.41,10080874.00,1722671.00,17220.00,1132.00
17.42,10098107.00,1724004.00,17233.00,1132.00
17.43,10115354.00,1725337.00,17247.00,1132.00
17.44,10132614.00,1726671.00,17260.00,1132.00
17.45,10149887.00,1728004.00,17273.00,1132.00
17.46,10167174.00,1729337.00,17287.00,1132.00
17.47,10184474.00,1730671.00,17300.00,1132.00
17.48,10201788.00,1732004.00,17313.00,1132.00
17.49,10219114.00,1733337.00,17327.00,1132.00
17.50,10236454.00,1734677.00,17340.00,1132.00
17.51,10253808.00,1736017.00,17353.00,1132.00
17.52,10271175.00,1737356.00,17367.00,1132.00
17.53,10288555.00,1738696.00,17380.00,1132.00
17.54,10305949.00,1740035.00,17394.00,1132.00
17.55,10323356.00,1741375.00,17407.00,1132.00
17.56,10340776.00,1742714.00,17420.00,1132.00
17.57,10358210.00,1744054.00,17434.00,1132.00
17.58,10375657.00,1745393.00,17447.00,1132.00
17.59,10393118.00,1746733.00,17461.00,1132.00
17.60,10410592.00,1748072.00,17474.00,1132.00
17.61,10428079.00,1749412.00,17487.00,1132.00
17.62,10445580.00,1750751.00,17501.00,1132.00
17.63,10463094.00,1752091.00,17514.00,1132.00
17.64,10480622.00,1753430.00,17528.00,1132.00
17.65,10498163.00,1754770.00,17541.00,1132.00
17.66,10515717.00,1756109.00,17554.00,1132.00
17.67,10533285.00,1757449.00,17568.00,1132.00
17.68,10550866.00,1758788.00,17581.00,1132.00
17.69,10568461.00,1760128.00,17595.00,1132.00
17.70,10586069.00,1761467.00,17608.00,1132.00
17.71,10603690.00,1762807.00,17621.00,1132.00
17.72,10621325.00,1764147.00,17635.00,1132.00
17.73,10638973.00,1765486.00,17648.00,1132.00
17.74,10656635.00,1766826.00,17662.00,1133.00
17.75,10674315.00,1769197.00,17680.00,1133.00
17.76,10692019.00,1771569.00,17704.00,1133.00
17.77,10709746.00,1773940.00,17728.00,1133.00
17.78,10727497.00,1776312.00,17751.00,1133.00
17.79,10745272.00,1778684.00,17775.00,1133.00
17.80,10763071.00,1781055.00,17799.00,1133.00
17.81,10780894.00,1783427.00,17822.00,1133.00
17.82,10798740.00,1785799.00,17846.00,1133.00
17.83,10816609.00,1788170.00,17870.00,1133.00
17.84,10834503.00,1790542.00,17894.00,1133.00
17.85,10852420.00,1792913.00,17917.00,1133.00
17.86,10870361.00,1795285.00,17941.00,1133.00
17.87,10888326.00,1797657.00,17965.00,1133.00
17.88,10906314.00,1800028.00,17988.00,1133.00
17.89,10924327.00,1802400.00,18012.00,1133.00
17.90,10942362.00,1804772.00,18036.00,1133.00
17.91,10960422.00,1807143.00,18060.00,1133.00
17.92,10978505.00,1809515.00,18083.00,1133.00
17.93,10996612.00,1811887.00,18107.00,1133.00
17.94,11014743.00,1814258.00,18131.00,1133.00
17.95,11032897.00,1816630.00,18154.00,1133.00
17.96,11051076.00,1819001.00,18178.00,1133.00
17.97,11069277.00,1821373.00,18202.00,1133.00
17.98,11087503.00,1823745.00,18226.00,1133.00
17.99,11105752.00,1826116.00,18249.00,1133.00
18.00,11124019.00,1827140.00,18266.00,1133.00
